X,Y,Lat,Lng
29321.44019,33396.03845,1.31829639999,103.8451924
24789.59856,34058.96139,1.32429150003,103.8044714
38369.65874,32606.23715,1.311152,103.926495
35482.46166,31582.60785,1.3018955,103.9005519
29408.11419,28702.31352,1.275848,103.845971
20538.83414,30788.51357,1.29471400002,103.7662768
27759.09656,38098.2323,1.36082139996,103.8311539
